"ID";"Date MAJ";"Nom";"Statut";"EPN";"Nature";"Contact mail";"Adresse";"Code postal";"Commune";"Téléphone";"Site internet";"Accès équipement";"Type équipement";"Conditions accès équipement";"Coût accès équipement";"Médiation numérique";"Type médiation numérique";"Conditions accès médiation numérique";"Accompagnement médiation numérique";"Coût accès médiation numérique";"Fréquence médiation numérique";"Démarches";"Démarches spécifiques";"Type démarches";"Conditions accès démarches";"Accompagnement démarches";"Coût accès démarches";"Fréquence démarches";"Stockage";"Coût stockage";"Vente matériel";"Typé vente matériel";"Détail publics";"Détail territoire";"PMR";"Accès transports en commun";"APTIC";"Latitude";"Longitude";"Département";"Arrondissement";"EPCI"
1401;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;"2, rue Vauban";59440;Avesnes-sur-Helpe;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;"Oui : PMR, visuels, auditifs";-----;-----;"50,122617";"3,925316";Nord;Avesnes-sur-Helpe;CC Coeur de l'Avesnois
1402;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;"2, Place Rombault";59163;CONDÉ-SUR-L’ESCAUT;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;-----;-----;-----;"50,450846";"3,593635";Nord;Valenciennes;CA Valenciennes Métropole
1403;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;"24, rue Louise de Bettignies";59230;SAINT-AMAND-LES-EAUX;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;"Oui : PMR, visuels, auditifs";-----;-----;"50,447837";"3,43394";Nord;Valenciennes;CA de la Porte du Hainaut
1404;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;"6, rue Gambetta";59540;CAUDRY;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;-----;-----;-----;"50,122264";"3,407446";Nord;Cambrai;CA du Caudrésis et du Catésis
1405;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;Boulevard de Lessines (Centre G. Pompidou);59460;JEUMONT;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;-----;-----;-----;"50,288983";"4,102515";Nord;Avesnes-sur-Helpe;CA Maubeuge Val de Sambre
1406;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;Place du Docteur Guersant (Hôtel de Ville);59620;AULNOYE-AYMERIES;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;"Oui : PMR, visuels, auditifs";-----;-----;"50,200468";"3,834559";Nord;Avesnes-sur-Helpe;CA Maubeuge Val de Sambre
1407;2018;Caisse Primaire d’Assurance Maladie;Mixte;Non;"Services publiques (CAF, CPAM, CARSAT, MSA, Finances publiques...)";-----;"23, rue Chevray";59530;LE QUESNOY;3646;http://www.ameli.fr;Oui;"- Des postes informatiques en libre-service sont installés dans toutes les agences pour usage des assurés, ils comportent des accès aux sites : Ameli.fr, Annuaire Santé, Ameli Santé, la CAF, l’Assurance retraite, le Pôle emploi, Service public, Impôt, mon DMP.   - Possibilité d’effectuer de nombreuses démarches en ligne : paiement des franchises, imprimer des formulaires, connaitre ses droits, éditer des attestations d’indemnités journalières, de droits, d’invalidité, de rentes, déclarer un recours contre tiers, envoyer un mail à la CPAM, déclarer la naissance d’un enfant, déclarer la perte, le vol ou le dysfonctionnement d’une carte Vitale.   - Accès au Forum Ameli par les assurés pour poser des questions, les réponses sont certifiées par un expert.   - Possibilité de se connecter sur d’autres sites avec ses identifiants Ameli via France connect.   - Promotion de Mon compte Ameli par les conseillers.   - Promotion et activation du Dossier Médical Partagé dans les accueils.   - Prise de photo pour effectuer sa demande de Carte Vitale via le Compte Ameli   - Bornes Multi-services (BMS) dont 1 accessible 24/24";Assurés sociaux;"3646 : Service 0,06€/min + prix par appel";Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches numériques sur le site de l’Assurance Maladie.;Assurés sociaux;-----;Gratuit;-----;Non;-----;Non;-----;Assurés sociaux;-----;-----;-----;-----;"50,247587";"3,640684";Nord;Avesnes-sur-Helpe;CC du Pays de Mormal
1408;2018;médiathèque d'Abbeville;Public;Non;Bibliothèque - Médiathèque;-----;Avenue du Champs au Foire;80100;Abbeville;-----;-----;Oui;-----;-----;-----;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tous public;-----;-----;-----;-----;"50,10398";"1,839259";Somme;Abbeville;CA de la Baie de Somme
1409;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";missionlocale@mldouaisis.com;222 place du Barlet;59500;DOUAI;0327714820;http://www.missionlocaledouaisis.com;Oui;libre accès tout public et accompagnement;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,364686";"3,082735";Nord;Douai;CA du Douaisis Agglo
1410;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlmasny@mldouaisis.com;58 avenue du 8 mai 45;59176;MASNY;0327896008;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,337306";"3,199036";Nord;Douai;CC Coeur d'Ostrevent
1411;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlsinlenoble@mldouaisis.com;380 rue Gambetta;59450;SIN LE NOBLE;0327961514;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Oui;un animateur accompagne et initie les usagers à se servir des outils du numérique;accès libre;en groupe;Gratuit;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,359102";"3,113655";Nord;Douai;CA du Douaisis Agglo
1412;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mldouai@mldouaisis.com;11 rue Camille Guérin - 1er étage;59500;DOUAI;0327711871;http://www.missionlocaledouaisis.com;Non;-----;-----;-----;Oui;un animateur accompagne et initie les usagers à se servir des outils du numérique;accès libre;en groupe;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,389537";"3,056166";Nord;Douai;CA du Douaisis Agglo
1413;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlsomain@mldouaisis.com;3 rue de Castellane;59490;SOMAIN;0327716232;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,370721";"3,276095";Nord;Douai;CC Coeur d'Ostrevent
1414;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlauby@mldouaisis.com;1 rue du Général de Gaulle;59950;AUBY;0327716206;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,415427";"3,054483";Nord;Douai;CA du Douaisis Agglo
1415;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlorchies@mldouaisis.com;36 rue Jules Roch;59310;ORCHIES;0320847789;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,472466";"3,243497";Nord;Douai;CC Pévèle-Carembault
1416;2018;Mission Locale du Douaisis;Privé;Non;"Pôle Emploi, Mission Locale";mlarleux@mldouaisis.com;34 rue du Bias;59151;ARLEUX;0327893495;http://www.missionlocaledouaisis.com;Oui;-----;accès libre;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;-----;sur demande;Individuel;Gratuit;-----;Non;-----;Non;-----;jeunes;-----;Oui;-----;-----;"50,276532";"3,107343";Nord;Douai;CA du Douaisis Agglo
1418;2018;Communauté de communes Flandre Lys;Public;Non;"Collectivité territoriale, Ville, CCAS";catherine.willems@cc-flandrelys.fr;500 rue de la Lys;59253;La Gorgue;032850149000;http://www.cc-flandrelys.fr/;Oui;Accès à internet dans les 8 bibliothèques du Réseau Esperluette Flandre Lys et formations aux lecteurs;accès libre;Gratuit;Oui;Cours d'informatique - accompagnement sur demande et certaines bibliothèques (Merville notamment);accès libre;-----;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout public;-----;Oui;-----;-----;"50,650157";"2,761748";Pas-de-Calais;Béthune;CC Flandre Lys
1421;2018;Espace public numérique;Privé;Non;"Collectivité territoriale, Ville, CCAS";epncondren@ctlf.fr;Chaussée Brunehaut;02700;CONDREN;0323381884;http://ctlf.fr/services-aux-publics/espaces-publics-numeriques/;Oui;Possibilité de profiter du matériel et de la connexion internet en accès libre et d'être accompagné par un animateur si besoin;accès libre ou sur rendez-vous ou sur inscription.;Gratuit;Oui;Accompagnement à l'informatique et ateliers thématiques;Tout public - sur inscription;Individuel ou collectif;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tout plublic;-----;Oui;-----;-----;"49,62431";"3,280641";Aisne;Laon;CA Chauny-Tergnier-La Fère
1422;2018;Accompagnement numérique - Mairie d'AVESNES-LE-COMTE;Public;Non;"Collectivité territoriale, Ville, CCAS";mairie.avesnes@wanadoo.fr;1 rue Neuve;62810;AVESNES-LE-COMTE;0321606700;http://www.mairie-avesneslecomte.fr/;Oui;Mise à disposition de matériel informatique et d'un accès à INTERNET;Accès libre pour l'accès aux outils . Aide aux démarches en ligne sur Rendez-vous;Gratuit;Non;-----;-----;-----;-----;-----;Oui;-----;Aide aux démarches administratives en ligne.;sur Rendez-vous;Personnalisé;gratuit;-----;Non;-----;Non;-----;tous publics;-----;Oui;-----;-----;"50,276319";"2,527482";Pas-de-Calais;Arras;CC des Campagnes de l'Artois
1424;2018;Centre Social et Culturel Jacques-Yves Cousteau - Marck;Privé;Non;"Centre social, Maison de quartier";p.dejeans.csc@gmail.com;181 allée de la découverte;62730;Marck;-----;http://marck62cousteau.centres-sociaux.fr/;Oui;"Libre accès tout public et accompagnement, ateliers tablette, smartphones, ordinateurs et codages";Accès libre et sur inscriptions;Gratuit et payant (6€/4 séances);Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;"Adultes, seniors, enfance";-----;-----;-----;-----;"50,956449";"1,928343";Pas-de-Calais;Calais;CA Grand Calais Terres et Mers
1425;2018;médiathèque;Public;Non;Bibliothèque - Médiathèque;rlp.dompierre@coeur-avesnois.fr;13 le Village;59440;Dompierre sur Helpe;0327617453;https://www.coeur-avesnois.fr;Oui;Mise à disposition de matériel informatique;accès libre - tout public;Gratuit;Oui;un animateur accompagne et initie les usagers à se servir des outils du numérique;sur rendez-vous;en groupe;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;tout public;-----;Oui;-----;-----;"50,1422";"3,862546";Nord;Avesnes-sur-Helpe;CC Coeur de l'Avesnois
1427;2018;médiathèque;Public;Non;Bibliothèque - Médiathèque;rlp.prisches@coeur-avesnois.fr;20 rue d'Avesnes;59550;Prisches;0327845507;https://coeur-avesnois.fr;Oui;Mise à disposition de matériel informatique;accès libre - tout public;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;tout public;-----;Oui;-----;-----;"50,079731";"3,769796";Nord;Avesnes-sur-Helpe;CC Coeur de l'Avesnois
1428;2018;médiathèque;Public;Non;Bibliothèque - Médiathèque;rlp.sains@coeur-avesnois.fr;10 bis rue Edmond Wiart;59177;Sains du Nord;0327617462;https://coeur-avesnois.fr;Oui;Mise à disposition de matériel informatique;accès libre - tout public;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;tout public;-----;Oui;-----;-----;"50,095163";"4,011183";Nord;Avesnes-sur-Helpe;CC Coeur de l'Avesnois
1429;2018;cyberespace;Public;Non;"Tiers-lieu & coworking, FabLab";documentation@pasdecalais.fr;Direction de l'Information et de l'Ingénierie Documentaire Bâtiment des Services Départementaux - Bâtiment F - Rue de la paix;62000;Arras;0321216161;https://pasdecalais.fr/Culture/Documentation;Oui;"Accès à Internet dans le cyberespace, libre accès tout public et accompagnement dans les démarches";Accès libre selon horaires d'ouverture;Gratuit;Non;-----;-----;-----;-----;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;tous public;-----;Oui;-----;-----;"50,292102";"2,760354";Pas-de-Calais;Arras;CU d'Arras
1434;2018;Point d'accueil numérique - Centre Social Arras Ouest;Public;Non;"Centre social, Maison de quartier";cs-arras-ouest@ville-arras.fr;39 avenue de l'Hippodrome;62000;Arras;0321594137;-----;Oui;Accès libre à un ordinateur avec accès aux sites internet dédiés aux téléprocédures;accès libre;Gratuit;Oui;Le Centre propose deux ateliers : - Azernet : atelier informatique pour les personnes sachant déjà réaliser les bases. - Débute ton info : atelier informatique pour les débutants en informatique.;Sur inscription;En groupe;Payant - Il est nécessaire de prendre un forfait à l'année (9 à 45 euros selon les revenus);-----;Oui;-----;-----;Tout public;Individuel;-----;-----;Non;-----;Non;-----;tous public;-----;Oui;-----;-----;"50,292746";"2,746561";Pas-de-Calais;Arras;CU d'Arras
1435;2018;Centre Social Rural du Canton de Grandvilliers;Privé;Non;"Centre social, Maison de quartier";-----;Place Michel et François Pelletier;60860;Saint-Omer en Chaussée;03-44-46-75-41;-----;Non;-----;-----;-----;Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches administratives dans les agences postales du canton;En partenariat avec  La Poste;Individuel;Gratuit;-----;Non;-----;Non;-----;tous publics;-----;Oui;-----;-----;"49,531792";"2,001667";Oise;Beauvais;CC de la Picardie Verte
1436;2018;Centre Social Rural du Canton de Grandvilliers;Privé;Non;"Centre social, Maison de quartier";-----;1 Rue de Picardie;60220;Moliens;0344467541;-----;Non;-----;-----;-----;Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches administratives dans les agences postales du canton;En partenariat avec  La Poste;Individuel;Gratuit;-----;Non;-----;Non;-----;Tous public;-----;Oui;-----;-----;"49,666408";"1,809422";Oise;Beauvais;CC de la Picardie Verte
1437;2018;Centre Social Rural du Canton de Grandvilliers;Privé;Non;"Centre social, Maison de quartier";-----;67 Grande Rue;60650;Hanvoile;0344467541;-----;Non;-----;-----;-----;Non;-----;-----;-----;-----;-----;Oui;-----;Accompagnement aux démarches administratives dans les agences postales du canton;En partenariat avec  La Poste;Individuel;Gratuit;-----;Non;-----;Non;-----;Tous publics;-----;Oui;-----;-----;"49,512237";"1,879157";Oise;Beauvais;CC de la Picardie Verte
1438;2018;FACE COTE D'OPALE;Public;Non;Association;k.sabatier@fondationface.org;14 Rue Edouard Manet;62100;Calais;0980543578;-----;Oui;Un scanner et une imprimante à disposition (renseignemeent sur place pour les tarifs);Accès libre et sur rendez-vous;Gratuit pour la connexion;Non;-----;-----;-----;-----;-----;Oui;-----;accompagnement aux démarches numériques sur demande;Tout public;Individuel;-----;-----;Non;-----;Non;-----;Tout public;-----;Oui;-----;-----;"50,949479";"1,892569";Pas-de-Calais;Calais;CA Grand Calais Terres et Mers
1439;2018;FACE COTE D'OPALE;Public;Non;Association;k.sabatier@fondationface.org;274 Rue d'Orléanvilles;62100;Calais;0321344573;-----;Oui;Un scanner et une imprimante à disposition (renseignemeent sur place pour les tarifs);Accès libre et sur rendez-vous;Gratuit pour la connexion;Non;-----;-----;-----;-----;-----;Oui;-----;accompagnement aux démarches numériques sur demande;Tout public;Individuel;-----;-----;Non;-----;Non;-----;Tout public;-----;Oui;-----;-----;"50,949735";"1,884016";Pas-de-Calais;Calais;CA Grand Calais Terres et Mers
1440;2018;bibliothèque;Public;Non;Bibliothèque - Médiathèque;cathie.lobry@laposte.net;52 rue jules ferry;02200;Villeneuve St Germain;0647960762;-----;Oui;accès internet dans la bibliothèque;accès libre;Gratuit;Oui;Accompagnement;-----;-----;Gratuit;-----;Oui;-----;-----;-----;-----;Gratuit;-----;Non;-----;Non;-----;tout public;-----;Non;-----;-----;"49,379948";"3,356264";Aisne;Soissons;CA GrandSoissons Agglomération
1441;2018;Ateliers numériques - Bibliothèques Sans Frontières;Privé;Non;Association;adrien.bertrand@bibliosansfrontieres.org;14 Place du Général Faidherbe;59100;Roubaix;0632157389;https://voyageursdunumerique.fr/;Non;-----;-----;-----;Oui;Voyageurs du Numérique : Formation et animation d'ateliers numériques;Sur rendez-vous;0;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tous publics;-----;-----;-----;-----;"50,691042";"3,190228";Nord;Lille;Métropole Européenne de Lille
1442;2018;Maison de la Jeunesse et de l’Éducation Populaire;Public;Non;Association;t.leroy@outlook.fr;67 bis rue Jean Jaurès;62330;Isbergues;03.21.57.70.20;http://www.mjep-isbergues.fr/;Oui;S.O.S Démarche Administratives - Mise à disposition d'un ordinateur afin d'y effectuer ses démarches administratives. Impression de documents possible (Se renseigner auprès des agents d'accueils).;Accès libre;Gratuit;Oui;B.A.-BA de l'Informatique : Animation qui à pour but d'initier les usagers aux bases de l'informatique;Sur Inscription;En groupe;environ 10€ à 30€ (tarifs pouvant varier selon les situations);-----;Oui;-----;Aide aux démarches administratives;Sur demande;-----;-----;-----;Non;-----;Non;-----;Tous public;-----;Oui;-----;-----;"50,622271";"2,454383";Pas-de-Calais;Béthune;"CA de Béthune-Bruay, Artois-Lys Romane"
1445;2018;Ateliers numériques CORIF- Conseil Recherche Ingénierie et Formation pour l'égalité femmes hommes;Privé;Non;Association;lremy@corif.fr;145 rue des stations;59000;Lille;03.20.54.73.55;http://www.corif.fr;Non;-----;-----;-----;Oui;"Ateliers numérique pour prendre en main et s'approprier l'outil numérique pour sa recherche d'emploi : cibler les sites à consulter, utiliser les réseaux sociaux professionnels, mettre en valeur sa candidature à travers la mise en ligne de son CV.";sur inscription;oui;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Femmes demandeuses d'emploi;-----;Oui;-----;-----;"50,627634";"3,044696";Nord;Lille;Métropole Européenne de Lille
1448;2018;Ateliers numériques AVES - Maison de l'Emploi du Pays du Vermandois;Privé;Non;Association;catherine.gaveriaux@free.fr;6 rue Marcellin Berthelot;02110;Bohain-en-Vermandois;0323072667;-----;Oui;Accès à Internet;sur inscription;Gratuit;Oui;"accompagnement des usagers, ateliers spécifiques, fab lab";sur inscription;Individuel ou collectif;Gratuit;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tous publics;-----;Oui;-----;-----;"49,9877180531154";"3,45701856931634";Aisne;Saint-Quentin;CC du Pays du Vermandois
1451;2018;FabLab;Public;Non;"Tiers-lieu & coworking, FabLab";le3@paysnoyonnais.fr;1435 boulevard Cambronne;60400;Noyon;03.44.09.60.40;-----;Non;-----;-----;-----;Oui;"Accès tout public du FabLab, atelier bois, textile, métal, 3D, découpe laser, CNC.";Sur inscription;Sur demande en groupe;Adhésion annuelle;-----;Non;-----;-----;-----;-----;-----;-----;Non;-----;Non;-----;Tous public;-----;Oui;-----;-----;"49,587294";"3,001818";Oise;Compiègne;CC du Pays Noyonnais
